dependency1,dependency2,count,count1,count2,proportion1,proportion2,maxProportion
org.apache.httpcomponents:httpmime,org.junit.jupiter:junit-jupiter-api,14,143,286,0.1,0.05,0.1
commons-httpclient:commons-httpclient,org.freemarker:freemarker,22,140,153,0.16,0.14,0.16
commons-httpclient:commons-httpclient,org.springframework:spring-core,39,140,339,0.28,0.12,0.28
com.jcraft:jsch,org.springframework:spring-web,18,103,292,0.17,0.06,0.17
com.jcraft:jsch,org.powermock:powermock-api-mockito2,11,103,104,0.11,0.11,0.11
com.fasterxml.jackson.core:jackson-databind,org.powermock:powermock-module-junit4,95,841,203,0.11,0.47,0.47
com.fasterxml.jackson.core:jackson-databind,org.eclipse.jetty:jetty-util,75,841,113,0.09,0.66,0.66
com.fasterxml.jackson.core:jackson-databind,org.springframework:spring-web,169,841,292,0.2,0.58,0.58
org.apache.commons:commons-text,org.hsqldb:hsqldb,21,183,197,0.11,0.11,0.11
ch.qos.logback:logback-core,org.eclipse.jetty:jetty-server,43,225,267,0.19,0.16,0.19
ch.qos.logback:logback-core,com.h2database:h2,43,225,360,0.19,0.12,0.19
ch.qos.logback:logback-core,org.slf4j:slf4j-api,193,225,1414,0.86,0.14,0.86
ch.qos.logback:logback-core,commons-logging:commons-logging,35,225,369,0.16,0.09,0.16
com.fasterxml.jackson.core:jackson-annotations,org.bouncycastle:bcpkix-jdk15on,52,447,154,0.12,0.34,0.34
com.fasterxml.jackson.core:jackson-annotations,org.junit.jupiter:junit-jupiter-api,54,447,286,0.12,0.19,0.19
com.fasterxml.jackson.core:jackson-annotations,javax.xml.bind:jaxb-api,102,447,304,0.23,0.34,0.34
javax.servlet.jsp:jsp-api,org.hibernate:hibernate-entitymanager,20,105,108,0.19,0.19,0.19
javax.servlet:javax.servlet-api,org.apache.commons:commons-csv,42,491,130,0.09,0.32,0.32
javax.servlet:javax.servlet-api,org.apache.commons:commons-math3,40,491,180,0.08,0.22,0.22
javax.validation:validation-api,javax.ws.rs:javax.ws.rs-api,36,197,137,0.18,0.26,0.26
javax.validation:validation-api,org.junit.jupiter:junit-jupiter,12,197,153,0.06,0.08,0.08
org.codehaus.plexus:plexus-utils,org.springframework.boot:spring-boot-starter-web,6,144,140,0.04,0.04,0.04
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,org.apache.logging.log4j:log4j-slf4j-impl,18,110,242,0.16,0.07,0.16
org.eclipse.jetty:jetty-util,org.springframework:spring-jdbc,13,113,219,0.12,0.06,0.12
org.eclipse.jetty:jetty-util,redis.clients:jedis,15,113,183,0.13,0.08,0.13
org.slf4j:slf4j-log4j12,org.slf4j:slf4j-simple,68,521,382,0.13,0.18,0.18
org.apache.ant:ant,org.easymock:easymock,25,152,179,0.16,0.14,0.16
org.antlr:antlr4-runtime,org.slf4j:slf4j-simple,16,109,382,0.15,0.04,0.15
commons-beanutils:commons-beanutils,org.yaml:snakeyaml,67,282,268,0.24,0.25,0.25
org.mybatis:mybatis,org.springframework.security:spring-security-web,14,125,101,0.11,0.14,0.14
com.fasterxml.jackson.core:jackson-core,io.springfox:springfox-swagger2,32,532,143,0.06,0.22,0.22
com.sun.xml.bind:jaxb-impl,org.slf4j:slf4j-log4j12,44,160,521,0.28,0.08,0.28
org.apache.logging.log4j:log4j-slf4j-impl,org.eclipse.jetty:jetty-webapp,30,242,166,0.12,0.18,0.18
org.apache.logging.log4j:log4j-slf4j-impl,org.hamcrest:hamcrest-all,31,242,237,0.13,0.13,0.13
com.google.inject:guice,org.apache.kafka:kafka-clients,19,192,162,0.1,0.12,0.12
org.bouncycastle:bcpkix-jdk15on,org.eclipse.jetty:jetty-server,43,154,267,0.28,0.16,0.28
org.bouncycastle:bcpkix-jdk15on,org.junit.jupiter:junit-jupiter-engine,25,154,334,0.16,0.07,0.16
org.bouncycastle:bcpkix-jdk15on,org.junit.jupiter:junit-jupiter,12,154,153,0.08,0.08,0.08
org.junit.jupiter:junit-jupiter-api,org.junit.jupiter:junit-jupiter-engine,215,286,334,0.75,0.64,0.75
joda-time:joda-time,org.springframework:spring-context-support,42,380,155,0.11,0.27,0.27
joda-time:joda-time,org.springframework:spring-jdbc,58,380,219,0.15,0.26,0.26
com.googlecode.json-simple:json-simple,org.freemarker:freemarker,7,154,153,0.05,0.05,0.05
com.googlecode.json-simple:json-simple,joda-time:joda-time,42,154,380,0.27,0.11,0.27
commons-codec:commons-codec,javax.inject:javax.inject,50,596,186,0.08,0.27,0.27
junit:junit,org.mybatis.spring.boot:mybatis-spring-boot-starter,52,2280,145,0.02,0.36,0.36
org.apache.curator:curator-recipes,org.hamcrest:hamcrest-all,14,131,237,0.11,0.06,0.11
org.easymock:easymock,org.openjdk.jmh:jmh-core,14,179,215,0.08,0.07,0.08
com.alibaba:druid,org.apache.zookeeper:zookeeper,37,148,193,0.25,0.19,0.25
com.github.ben-manes.caffeine:caffeine,org.apache.derby:derby,11,111,102,0.1,0.11,0.11
io.springfox:springfox-swagger2,org.assertj:assertj-core,16,143,454,0.11,0.04,0.11
io.springfox:springfox-swagger2,org.hamcrest:hamcrest-all,8,143,237,0.06,0.03,0.06
org.apache.maven:maven-core,org.springframework:spring-core,32,193,339,0.17,0.09,0.17
org.apache.maven:maven-core,org.junit.jupiter:junit-jupiter,11,193,153,0.06,0.07,0.07
org.bouncycastle:bcprov-jdk15on,org.eclipse.jetty:jetty-server,46,196,267,0.23,0.17,0.23
commons-logging:commons-logging,org.springframework:spring-beans,84,369,256,0.23,0.33,0.33
com.google.protobuf:protobuf-java,javax.xml.bind:jaxb-api,47,268,304,0.18,0.15,0.18
org.eclipse.jetty:jetty-server,org.slf4j:slf4j-api,192,267,1414,0.72,0.14,0.72
org.slf4j:jcl-over-slf4j,org.slf4j:slf4j-log4j12,111,311,521,0.36,0.21,0.36
org.hsqldb:hsqldb,org.slf4j:slf4j-jdk14,9,197,107,0.05,0.08,0.08
commons-fileupload:commons-fileupload,org.projectlombok:lombok,43,240,434,0.18,0.1,0.18
commons-fileupload:commons-fileupload,io.springfox:springfox-swagger2,30,240,143,0.13,0.21,0.21
javax.servlet:servlet-api,org.junit.vintage:junit-vintage-engine,9,266,119,0.03,0.08,0.08
javax.servlet:servlet-api,javax.validation:validation-api,44,266,197,0.17,0.22,0.22
org.apache.httpcomponents:httpclient,org.codehaus.jackson:jackson-mapper-asl,79,680,154,0.12,0.51,0.51
com.h2database:h2,org.apache.poi:poi,34,360,139,0.09,0.24,0.24
org.apache.commons:commons-collections4,org.mongodb:mongo-java-driver,20,233,119,0.09,0.17,0.17
log4j:log4j,org.springframework.boot:spring-boot-starter-web,29,487,140,0.06,0.21,0.21
org.apache.commons:commons-compress,org.slf4j:jul-to-slf4j,30,239,152,0.13,0.2,0.2
commons-validator:commons-validator,org.mockito:mockito-junit-jupiter,12,107,116,0.11,0.1,0.11
com.zaxxer:HikariCP,org.springframework:spring-aop,17,147,180,0.12,0.09,0.12
org.javassist:javassist,org.junit.jupiter:junit-jupiter-engine,48,227,334,0.21,0.14,0.21
cglib:cglib,org.openjdk.jmh:jmh-core,12,134,215,0.09,0.06,0.09
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.assertj:assertj-core,31,143,454,0.22,0.07,0.22
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.quartz-scheduler:quartz,21,143,143,0.15,0.15,0.15
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.apache.avro:avro,24,143,123,0.17,0.2,0.2
commons-cli:commons-cli,org.easymock:easymock,46,376,179,0.12,0.26,0.26
com.alibaba:fastjson,org.ow2.asm:asm,15,335,180,0.04,0.08,0.08
com.alibaba:fastjson,org.springframework.boot:spring-boot-starter-web,36,335,140,0.11,0.26,0.26
com.alibaba:fastjson,org.apache.curator:curator-framework,32,335,121,0.1,0.26,0.26
com.alibaba:fastjson,net.java.dev.jna:jna,19,335,160,0.06,0.12,0.12
org.apache.commons:commons-csv,org.springframework:spring-core,24,130,339,0.18,0.07,0.18
org.apache.commons:commons-csv,org.apache.thrift:libthrift,10,130,104,0.08,0.1,0.1
com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,org.apache.httpcomponents:httpclient,76,124,680,0.61,0.11,0.61
commons-net:commons-net,org.springframework:spring-orm,12,128,126,0.09,0.1,0.1
org.codehaus.groovy:groovy-all,org.eclipse.jetty:jetty-server,27,117,267,0.23,0.1,0.23
org.codehaus.groovy:groovy-all,org.postgresql:postgresql,24,117,245,0.21,0.1,0.21
org.powermock:powermock-module-junit4,redis.clients:jedis,23,203,183,0.11,0.13,0.13
javax.mail:mail,org.springframework:spring-context-support,44,157,155,0.28,0.28,0.28
javax.mail:mail,mysql:mysql-connector-java,78,157,537,0.5,0.15,0.5
org.apache.lucene:lucene-core,org.openjdk.jmh:jmh-generator-annprocess,13,137,201,0.09,0.06,0.09
org.apache.commons:commons-math3,org.aspectj:aspectjrt,11,180,111,0.06,0.1,0.1
org.apache.commons:commons-math3,org.springframework:spring-core,23,180,339,0.13,0.07,0.13
com.thoughtworks.xstream:xstream,org.springframework:spring-test,37,128,339,0.29,0.11,0.29
commons-dbcp:commons-dbcp,org.json:json,21,124,228,0.17,0.09,0.17
io.netty:netty-handler,javax.servlet.jsp:jsp-api,1,119,105,0.01,0.01,0.01
org.hibernate:hibernate-core,org.junit.jupiter:junit-jupiter-params,18,189,169,0.1,0.11,0.11
org.apache.commons:commons-lang3,org.apache.lucene:lucene-core,75,987,137,0.08,0.55,0.55
org.eclipse.jetty:jetty-webapp,org.springframework:spring-jdbc,33,166,219,0.2,0.15,0.2
org.eclipse.jetty:jetty-webapp,org.reflections:reflections,28,166,173,0.17,0.16,0.17
org.apache.curator:curator-framework,org.springframework:spring-tx,16,121,172,0.13,0.09,0.13
org.apache.curator:curator-framework,org.apache.httpcomponents:httpcore,30,121,267,0.25,0.11,0.25
ch.qos.logback:logback-classic,commons-cli:commons-cli,106,703,376,0.15,0.28,0.28
org.codehaus.jackson:jackson-core-asl,org.springframework:spring-core,30,100,339,0.3,0.09,0.3
org.hamcrest:hamcrest-all,org.junit.jupiter:junit-jupiter-api,22,237,286,0.09,0.08,0.09
org.springframework:spring-beans,org.springframework:spring-test,162,256,339,0.63,0.48,0.63
org.apache.httpcomponents:httpmime,org.codehaus.jackson:jackson-mapper-asl,21,143,154,0.15,0.14,0.15
commons-httpclient:commons-httpclient,org.slf4j:slf4j-simple,19,140,382,0.14,0.05,0.14
com.beust:jcommander,org.hsqldb:hsqldb,7,100,197,0.07,0.04,0.07
com.beust:jcommander,org.apache.logging.log4j:log4j-api,18,100,319,0.18,0.06,0.18
com.beust:jcommander,org.springframework:spring-context-support,6,100,155,0.06,0.04,0.06
com.beust:jcommander,org.junit.vintage:junit-vintage-engine,7,100,119,0.07,0.06,0.07
com.jcraft:jsch,org.postgresql:postgresql,18,103,245,0.17,0.07,0.17
com.jcraft:jsch,commons-lang:commons-lang,43,103,441,0.42,0.1,0.42
com.fasterxml.jackson.core:jackson-databind,org.apache.velocity:velocity,48,841,124,0.06,0.39,0.39
com.fasterxml.jackson.core:jackson-databind,io.dropwizard.metrics:metrics-core,90,841,156,0.11,0.58,0.58
org.apache.commons:commons-text,org.mockito:mockito-junit-jupiter,20,183,116,0.11,0.17,0.17
javax.servlet.jsp:jsp-api,org.apache.commons:commons-math3,8,105,180,0.08,0.04,0.08
javax.servlet.jsp:jsp-api,org.springframework:spring-webmvc,48,105,264,0.46,0.18,0.46
javax.servlet:javax.servlet-api,org.projectlombok:lombok,83,491,434,0.17,0.19,0.19
javax.servlet:javax.servlet-api,org.springframework:spring-context,171,491,435,0.35,0.39,0.39
javax.servlet:javax.servlet-api,org.junit.jupiter:junit-jupiter,21,491,153,0.04,0.14,0.14
org.apache.maven.plugin-tools:maven-plugin-annotations,org.mybatis.spring.boot:mybatis-spring-boot-starter,2,229,145,0.01,0.01,0.01
org.apache.maven.plugin-tools:maven-plugin-annotations,org.mockito:mockito-junit-jupiter,15,229,116,0.07,0.13,0.13
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,org.apache.poi:poi-ooxml,17,110,145,0.15,0.12,0.15
org.antlr:antlr4-runtime,org.reflections:reflections,20,109,173,0.18,0.12,0.18
com.sun.xml.bind:jaxb-impl,org.springframework.security:spring-security-web,20,160,101,0.13,0.2,0.2
com.sun.xml.bind:jaxb-impl,org.openjdk.jmh:jmh-core,15,160,215,0.09,0.07,0.09
joda-time:joda-time,org.projectlombok:lombok,65,380,434,0.17,0.15,0.17
joda-time:joda-time,org.hamcrest:hamcrest-all,52,380,237,0.14,0.22,0.22
joda-time:joda-time,org.mybatis.spring.boot:mybatis-spring-boot-starter,16,380,145,0.04,0.11,0.11
com.googlecode.json-simple:json-simple,javax.servlet:javax.servlet-api,47,154,491,0.31,0.1,0.31
commons-codec:commons-codec,org.slf4j:slf4j-simple,98,596,382,0.16,0.26,0.26
commons-codec:commons-codec,io.springfox:springfox-swagger2,29,596,143,0.05,0.2,0.2
org.apache.maven:maven-artifact,org.json:json,19,125,228,0.15,0.08,0.15
org.apache.maven:maven-artifact,redis.clients:jedis,8,125,183,0.06,0.04,0.06
commons-lang:commons-lang,org.scala-lang:scala-library,56,441,173,0.13,0.32,0.32
org.apache.curator:curator-recipes,org.apache.logging.log4j:log4j-core,34,131,387,0.26,0.09,0.26
org.apache.commons:commons-pool2,org.springframework:spring-beans,30,118,256,0.25,0.12,0.25
com.alibaba:druid,com.h2database:h2,30,148,360,0.2,0.08,0.2
com.github.ben-manes.caffeine:caffeine,org.hamcrest:hamcrest-library,8,111,225,0.07,0.04,0.07
org.hamcrest:hamcrest,org.mockito:mockito-core,106,151,916,0.7,0.12,0.7
javax.xml.bind:jaxb-api,org.apache.velocity:velocity,20,304,124,0.07,0.16,0.16
org.aspectj:aspectjrt,org.scala-lang:scala-library,8,111,173,0.07,0.05,0.07
commons-fileupload:commons-fileupload,org.mockito:mockito-all,37,240,368,0.15,0.1,0.15
com.h2database:h2,org.json:json,35,360,228,0.1,0.15,0.15
com.h2database:h2,commons-collections:commons-collections,77,360,284,0.21,0.27,0.27
org.apache.commons:commons-collections4,org.projectlombok:lombok,50,233,434,0.21,0.12,0.21
org.apache.commons:commons-collections4,org.mybatis:mybatis,21,233,125,0.09,0.17,0.17
commons-validator:commons-validator,org.apache.curator:curator-recipes,7,107,131,0.07,0.05,0.07
io.netty:netty-all,org.apache.logging.log4j:log4j-core,58,226,387,0.26,0.15,0.26
io.netty:netty-all,xerces:xercesImpl,16,226,111,0.07,0.14,0.14
org.javassist:javassist,org.springframework:spring-orm,28,227,126,0.12,0.22,0.22
cglib:cglib,org.codehaus.jackson:jackson-mapper-asl,19,134,154,0.14,0.12,0.14
cglib:cglib,org.testng:testng,16,134,288,0.12,0.06,0.12
cglib:cglib,org.quartz-scheduler:quartz,19,134,143,0.14,0.13,0.14
org.junit.jupiter:junit-jupiter-params,org.springframework.boot:spring-boot-starter-test,11,169,128,0.07,0.09,0.09
org.mongodb:mongo-java-driver,org.postgresql:postgresql,34,119,245,0.29,0.14,0.29
com.alibaba:fastjson,commons-cli:commons-cli,29,335,376,0.09,0.08,0.09
com.alibaba:fastjson,org.hamcrest:hamcrest-core,7,335,216,0.02,0.03,0.03
com.alibaba:fastjson,org.junit.jupiter:junit-jupiter-engine,18,335,334,0.05,0.05,0.05
org.apache.commons:commons-csv,org.apache.curator:curator-framework,13,130,121,0.1,0.11,0.11
com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,org.mongodb:mongo-java-driver,10,124,119,0.08,0.08,0.08
com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,org.springframework:spring-beans,34,124,256,0.27,0.13,0.27
commons-net:commons-net,org.springframework:spring-aop,20,128,180,0.16,0.11,0.16
org.codehaus.groovy:groovy-all,org.javassist:javassist,22,117,227,0.19,0.1,0.19
org.codehaus.groovy:groovy-all,org.junit.jupiter:junit-jupiter-params,9,117,169,0.08,0.05,0.08
javax.annotation:javax.annotation-api,org.mybatis:mybatis,15,243,125,0.06,0.12,0.12
org.powermock:powermock-module-junit4,org.springframework:spring-aop,22,203,180,0.11,0.12,0.12
org.apache.commons:commons-math3,org.apache.curator:curator-framework,24,180,121,0.13,0.2,0.2
commons-dbcp:commons-dbcp,org.apache.maven:maven-plugin-api,15,124,264,0.12,0.06,0.12
org.aspectj:aspectjweaver,org.slf4j:jul-to-slf4j,19,170,152,0.11,0.13,0.13
org.apache.zookeeper:zookeeper,org.hibernate.validator:hibernate-validator,9,193,102,0.05,0.09,0.09
org.apache.zookeeper:zookeeper,org.springframework:spring-test,51,193,339,0.26,0.15,0.26
com.google.code.findbugs:jsr305,org.testcontainers:testcontainers,24,323,116,0.07,0.21,0.21
org.jsoup:jsoup,org.slf4j:slf4j-api,108,232,1414,0.47,0.08,0.47
org.jsoup:jsoup,org.testng:testng,30,232,288,0.13,0.1,0.13
ch.qos.logback:logback-classic,org.junit.jupiter:junit-jupiter-api,81,703,286,0.12,0.28,0.28
commons-configuration:commons-configuration,xerces:xercesImpl,28,149,111,0.19,0.25,0.25
commons-configuration:commons-configuration,org.openjdk.jmh:jmh-generator-annprocess,8,149,201,0.05,0.04,0.05
org.apache.derby:derby,org.apache.httpcomponents:httpcore,33,102,267,0.32,0.12,0.32
commons-httpclient:commons-httpclient,org.apache.httpcomponents:httpclient,86,140,680,0.61,0.13,0.61
commons-httpclient:commons-httpclient,org.apache.commons:commons-csv,15,140,130,0.11,0.12,0.12
commons-httpclient:commons-httpclient,org.bouncycastle:bcprov-jdk15on,21,140,196,0.15,0.11,0.15
com.beust:jcommander,com.googlecode.json-simple:json-simple,8,100,154,0.08,0.05,0.08
ch.qos.logback:logback-core,com.google.code.gson:gson,78,225,666,0.35,0.12,0.35
ch.qos.logback:logback-core,org.openjdk.jmh:jmh-generator-annprocess,23,225,201,0.1,0.11,0.11
com.fasterxml.jackson.core:jackson-annotations,io.dropwizard.metrics:metrics-core,62,447,156,0.14,0.4,0.4
org.postgresql:postgresql,org.yaml:snakeyaml,57,245,268,0.23,0.21,0.23
org.postgresql:postgresql,org.quartz-scheduler:quartz,29,245,143,0.12,0.2,0.2
javax.servlet.jsp:jsp-api,org.mongodb:mongo-java-driver,8,105,119,0.08,0.07,0.08
javax.servlet.jsp:jsp-api,org.slf4j:jul-to-slf4j,14,105,152,0.13,0.09,0.13
javax.servlet.jsp:jsp-api,org.glassfish.jaxb:jaxb-runtime,7,105,145,0.07,0.05,0.07
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,org.javassist:javassist,24,110,227,0.22,0.11,0.22
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,org.codehaus.groovy:groovy-all,9,110,117,0.08,0.08,0.08
org.slf4j:slf4j-log4j12,org.springframework:spring-context-support,65,521,155,0.12,0.42,0.42
org.apache.ant:ant,org.freemarker:freemarker,16,152,153,0.11,0.1,0.11
org.hamcrest:hamcrest-core,org.junit.vintage:junit-vintage-engine,21,216,119,0.1,0.18,0.18
commons-beanutils:commons-beanutils,org.elasticsearch:elasticsearch,30,282,122,0.11,0.25,0.25
org.scala-lang:scala-library,org.springframework:spring-beans,22,173,256,0.13,0.09,0.13
com.fasterxml.jackson.core:jackson-core,org.slf4j:slf4j-simple,94,532,382,0.18,0.25,0.25
com.fasterxml.jackson.core:jackson-core,org.bouncycastle:bcprov-jdk15on,65,532,196,0.12,0.33,0.33
com.sun.xml.bind:jaxb-impl,org.projectlombok:lombok,23,160,434,0.14,0.05,0.14
com.google.inject:guice,org.hibernate:hibernate-core,27,192,189,0.14,0.14,0.14
com.google.inject:guice,javax.ws.rs:javax.ws.rs-api,30,192,137,0.16,0.22,0.22
org.bouncycastle:bcpkix-jdk15on,org.slf4j:slf4j-log4j12,32,154,521,0.21,0.06,0.21
com.jayway.jsonpath:json-path,org.apache.commons:commons-collections4,29,129,233,0.22,0.12,0.22
commons-codec:commons-codec,org.springframework:spring-context-support,81,596,155,0.14,0.52,0.52
org.apache.logging.log4j:log4j-core,org.springframework:spring-webmvc,54,387,264,0.14,0.2,0.2
org.apache.maven:maven-artifact,org.junit.jupiter:junit-jupiter,9,125,153,0.07,0.06,0.07
org.apache.httpcomponents:httpcore,org.apache.httpcomponents:httpmime,70,267,143,0.26,0.49,0.49
org.apache.commons:commons-pool2,org.junit.jupiter:junit-jupiter-engine,16,118,334,0.14,0.05,0.14
net.java.dev.jna:jna,org.testcontainers:testcontainers,19,160,116,0.12,0.16,0.16
com.alibaba:druid,org.aspectj:aspectjrt,15,148,111,0.1,0.14,0.14
com.alibaba:druid,com.sun.xml.bind:jaxb-impl,6,148,160,0.04,0.04,0.04
io.dropwizard.metrics:metrics-core,org.apache.httpcomponents:httpcore,51,156,267,0.33,0.19,0.33
io.dropwizard.metrics:metrics-core,javax.activation:activation,15,156,107,0.1,0.14,0.14
org.openjdk.jmh:jmh-generator-annprocess,org.quartz-scheduler:quartz,10,201,143,0.05,0.07,0.07
org.mybatis.spring.boot:mybatis-spring-boot-starter,org.slf4j:jcl-over-slf4j,10,145,311,0.07,0.03,0.07
org.glassfish.jaxb:jaxb-runtime,org.springframework:spring-jdbc,19,145,219,0.13,0.09,0.13
org.quartz-scheduler:quartz,org.springframework.boot:spring-boot-starter-test,13,143,128,0.09,0.1,0.1
org.apache.avro:avro,org.aspectj:aspectjrt,5,123,111,0.04,0.05,0.05
org.apache.avro:avro,org.springframework.security:spring-security-web,9,123,101,0.07,0.09,0.09
javax.xml.bind:jaxb-api,org.apache.maven.plugin-tools:maven-plugin-annotations,41,304,229,0.13,0.18,0.18
javax.xml.bind:jaxb-api,org.apache.poi:poi,24,304,139,0.08,0.17,0.17
org.hsqldb:hsqldb,org.openjdk.jmh:jmh-core,17,197,215,0.09,0.08,0.09
commons-fileupload:commons-fileupload,org.hibernate:hibernate-core,58,240,189,0.24,0.31,0.31
commons-fileupload:commons-fileupload,org.springframework:spring-orm,49,240,126,0.2,0.39,0.39
io.springfox:springfox-swagger-ui,org.hibernate:hibernate-entitymanager,8,130,108,0.06,0.07,0.07
org.freemarker:freemarker,org.projectlombok:lombok,39,153,434,0.25,0.09,0.25
org.apache.poi:poi-ooxml,org.springframework:spring-tx,22,145,172,0.15,0.13,0.15
com.h2database:h2,commons-beanutils:commons-beanutils,83,360,282,0.23,0.29,0.29
org.apache.commons:commons-collections4,org.codehaus.plexus:plexus-utils,21,233,144,0.09,0.15,0.15
io.netty:netty-all,org.apache.commons:commons-collections4,36,226,233,0.16,0.15,0.16
